title,tags
Monsters vs Aliens,susan space gunk wedding day mysteriously grows feet military Animation  Family  Adventure  Science Fiction buena dosmil corta ConradVernon SethRogen
Adventureland,college graduate summer world perfect course local amusement Comedy buena dosmil corta GregMottola JesseEisenberg
Confessions of a Shopaholic,glamorous world new york city rebecca bloomwood funloving girl magazine Comedy  Romance buena dosmil corta P.J.Hogan IslaFisher
Fast & Furious,crime brings uncertain new trust hope outmaneuver best way push Action  Crime  Drama  Thriller buena dosmil corta JustinLin VinDiesel
The Boat That Rocked,broadcasting music britain government wanted control act rocked ensemble marine Drama  Comedy buena dosmil corta RichardCurtis TomSturridge
17 Again,brink midlife crisis doover thats exactly bad old Comedy buena dosmil corta BurrSteers ZacEfron
Inglourious Basterds,basterds soldier scalping brutally specifically spread france world war ii Drama  Action  Thriller  War buena dosmil media QuentinTarantino BradPitt
State of Play,party buried secret come overseeing defense spending unflappable u congressman Action buena dosmil media KevinMacdonald RussellCrowe
Crank: High Voltage,batterypowered ticker requires regular jolt face chinese mobster stolen nearly Action  Thriller  Crime buena dosmil corta BrianTaylor JasonStatham
Moon,week left assistant gerty accident contract sam bell manufacturing occupant Science Fiction  Drama buena dosmil corta DuncanJones SamRockwell
X-Men Origins: Wolverine,girlfriend undergoing mutant weapon x live normal life logan set Adventure  Action  Thriller  Science Fiction regular dosmil corta GavinHood HughJackman
Star Trek,fate galaxy rest hand bitter rival spock vulcan raised kirk Science Fiction  Action  Adventure buena dosmil media J.J.Abrams ChrisPine
Angels & Demons,symbologist robert langdon investigates mysterious brotherhood known illuminati powerful underground Thriller  Mystery buena dosmil media RonHoward TomHanks
Terminator Salvation,wright john connor postapocalyptic resistance human increasingly try come future Action  Science Fiction  Thriller buena dosmil corta McG ChristianBale
Night at the Museum: Battle of the Smithsonian,larry larrys abe lincoln ivan museum night living breathing exhibit friend Adventure  Fantasy  Action  Comedy  Family buena dosmil corta ShawnLevy BenStiller
The Last House on the Left,teenage girl heading city hook gang drugaddled neerdowells brutally murdered Crime  Thriller  Horror  Drama buena dosmil corta DennisIliadis GarretDillahunt
Drag Me to Hell,denying woman extension need christine cursed curse hell Horror  Thriller buena dosmil corta SamRaimi AlisonLohman
Up,life exploring explorer named twist fate persistent fredricksen spent year lease Animation  Comedy  Family  Adventure buena dosmil corta PeteDocter EdAsner
The Hangover,friend doug closet tiger make church night bachelorparty tying knot Comedy buena dosmil corta ToddPhillips BradleyCooper
Antichrist,couple retreat cabin eden wood hoping repair broken heart troubled Drama  Horror  Thriller buena dosmil corta LarsvonTrier WillemDafoe
Land of the Lost,fantastic expedition dr rick marshall friend primate named chaka ally Adventure  Comedy  Science Fiction regular dosmil corta BradSilberling WillFerrell
The Taking of Pelham 1 2 3,men hijack new york city work dispatcher walter garber faceoff Thriller  Drama  Crime buena dosmil corta TonyScott DenzelWashington
The Proposal,force putupon assistant andrew paxton shes danger losing visa status Comedy  Romance  Drama buena dosmil corta AnneFletcher SandraBullock
Year One,couple lazy huntergatherers banished primitive village set epic journey ancient Comedy  Adventure regular dosmil corta HaroldRamis JackBlack
The Hurt Locker,play dangerous game catandmouse chaos war elite army bomb squad Drama  Thriller  War buena dosmil media KathrynBigelow JeremyRenner
Transformers: Revenge of the Fallen,sam witwicky leaf autobots mind filled cryptic symbol decepticons target Science Fiction  Action  Adventure regular dosmil media MichaelBay ShiaLaBeouf
Whatever Works,unexpected romantic explores relationship finding love combination lucky chance appreciating Comedy  Romance buena dosmil corta WoodyAllen LarryDavid
Ghosts of Girlfriends Past,wedding forced reevaluate behavior come facetoface ghost girlfriend past present Fantasy  Comedy  Romance regular dosmil corta MarkWaters MatthewMcConaughey
Public Enemies,hoover dillingers dillinger enemy downtrodden public melvin purvis bringing dead bank History  Crime  Drama buena dosmil media MichaelMann ChristianBale
Ice Age: Dawn of the Dinosaurs,changing manny moody mammoth sid meet new nonetoofriendly neighbor mighty Animation  Comedy  Family  Adventure buena dosmil corta CarlosSaldanha RayRomano
My Sister's Keeper,life family meaning definition brian live challenge everyones perception love Drama buena dosmil corta NickCassavetes CameronDiaz
(500) Days of Summer,tom true passion figure love affair deschanel suddenly dump reflects Comedy  Drama  Romance buena dosmil corta MarcWebb JosephGordon-Levitt
Brüno,interview painfully hilarious public display gay austrian television reporter bruno Comedy regular dosmil corta LarryCharles SachaBaronCohen
Harry Potter and the Half-Blood Prince,begin lord voldemorts dark hogwarts discovers old book marked property Adventure  Fantasy  Family buena dosmil media DavidYates DanielRadcliffe
The Imaginarium of Doctor Parnassus, Adventure  Fantasy  Mystery buena dosmil media TerryGilliam ChristopherPlummer
Orphan,married couple rocky past adopt year old esther created recentlystillborn Horror  Thriller  Mystery buena dosmil media JaumeCollet-Serra VeraFarmiga
The Ugly Truth,romantically challenged morning love clever ploy result reluctantly Comedy  Romance buena dosmil corta RobertLuketic KatherineHeigl
The Collector,repay debt exwife excon plot heist new employer country home Horror  Thriller buena dosmil corta MarcusDunstan JoshStewart
A Perfect Getaway,cliff cydney hitchhiker nick description kale wellmeaning spirit scenic mountainside Thriller  Mystery  Adventure buena dosmil corta DavidTwohy MillaJovovich
District 9,tent city overseen multinational united land south africa ship totally Science Fiction buena dosmil corta NeillBlomkamp SharltoCopley
Julie & Julia,julia child julie powell wrote memoir right combination passion fearlessness Romance  Drama buena dosmil media NoraEphron MerylStreep
Race to Witch Mountain,taxi driver runaway pair posse supernatural power desperately escape bargained Adventure  Family  Fantasy  Science Fiction  Thriller  Action regular dosmil corta AndyFickman DwayneJohnson
Hannah Montana: The Movie,hannah miley stewart superstar celebrity glitz glamour flatts vanessa williams Comedy  Drama  Family  Music  Romance buena dosmil corta PeterChelsom MileyCyrus
G.I. Joe: The Rise of Cobra,egyptian desert deep polar ice cap elite gi joe team Adventure  Action  Thriller  Science Fiction regular dosmil corta StephenSommers DennisQuaid
The Time Traveler's Wife,genetic disorder handsome librarian henry detamble involuntarily zip time appearing Drama  Romance  Fantasy buena dosmil corta RobertSchwentke EricBana
G-Force,government world blaster mole speckle fly trained secret agent animal Fantasy  Action  Adventure  Family  Comedy regular dosmil corta HoytYeatman SamRockwell
Bronson,year time personality supplanted alter ego charles man sentenced office Drama  Action  Crime buena dosmil corta NicolasWindingRefn TomHardy
The Secret in Their Eyes,retired legal counselor writes novel hoping later unresolved Crime  Drama  Mystery  Romance buena dosmil media JuanJoséCampanella RicardoDarín
9,come life good world human gone chance discovers small Action  Adventure  Animation  Science Fiction  Thriller buena dosmil corta ShaneAcker ChristopherPlummer
Pandorum,crew member wake abandoned spacecraft idea long theyve asleep mission Action  Horror  Mystery  Science Fiction  Thriller buena dosmil corta ChristianAlvart BenFoster
The Men Who Stare at Goats,reporter iraq story lifetime meet lyn cassady guy claim power Comedy  War buena dosmil corta GrantHeslov GeorgeClooney
Jennifer's Body,possessed cheerleader turn killer specializes offing male classmate best horror Comedy  Horror regular dosmil corta KarynKusama MeganFox
The Final Destination,peer death set collect evaded man premonition deadly racecar crash Horror  Mystery regular dosmil corta DavidR.Ellis BobbyCampo
Gamer,online game control kable kables identity independence technology taken society storm Action  Thriller  Science Fiction regular dosmil corta BrianTaylor GerardButler
Cloudy with a Chance of Meatballs,food flint machine wild weather town avert disaster regain control Animation  Comedy  Family buena dosmil corta PhilLord BillHader
Paranormal Activity,middle class disturbed starter tract certainly active night especially sleep Horror  Mystery buena dosmil corta OrenPeli KatieFeatherston
A Serious Man,universe university acquaintance sy man judith leaving fallen larry gopnik tv Comedy  Drama buena dosmil corta JoelCoen MichaelStuhlbarg
Trick 'r Treat,everyday high school principal secret life serial killer college occur Horror  Thriller buena dosmil corta MichaelDougherty AnnaPaquin
Whip It,bodeen texas land dragon indierock loving misfit derby league nearby Drama buena dosmil corta DrewBarrymore EllenPage
The Invention of Lying,set world concept lying doesnt exist loser change lot invents Comedy  Romance  Fantasy buena dosmil corta RickyGervais RickyGervais
Surrogates,world human live isolation interact surrogate robot cop forced leave Action  Science Fiction  Thriller buena dosmil corta JonathanMostow BruceWillis
Zombieland,habit running scare tallahassee doesnt fear hed kick everliving overrun Comedy  Horror buena dosmil corta RubenFleischer JesseEisenberg
An Education,comingofage story teenage girl london life change arrival playboy nearly Drama  Romance buena dosmil corta LoneScherfig CareyMulligan
Couples Retreat,couple wife work enjoy fun sun island come examination common Comedy  Romance regular dosmil corta PeterBillingsley VinceVaughn
Where the Wild Things Are,rumpus build fort discover secret imago running away mom sailing Family  Fantasy buena dosmil corta SpikeJonze MaxRecords
Law Abiding Citizen,frustrated man decides justice hand plea bargain set district attorney Drama  Crime  Thriller buena dosmil corta F.GaryGray JamieFoxx
Mary and Max,girl living year writes phone friendless pen pal mary york Animation  Comedy  Drama buena dosmil corta AdamElliot ToniCollette
Up in the Air,ryan change clooney play dry mile frequent flyer mark lifelong Drama  Romance buena dosmil corta JasonReitman GeorgeClooney
Saw VI,jigsaw hoffman agent strahm dead grand scheme finally draw closer Horror  Mystery buena dosmil corta KevinGreutert TobinBell
Cirque du Freak: The Vampire's Assistant,darren regular teenage kid friend steve cirque du freak town Adventure  Fantasy  Action  Thriller regular dosmil corta PaulWeitz JohnC.Reilly
Astro Boy,robot futuristic metro city reconcile father fulfill grieving man expectation Animation  Action  Family  Science Fiction buena dosmil corta DavidBowers NicolasCage
Fantastic Mr. Fox,mr fox bored current life plan seek revenge chicken sly Adventure  Animation  Comedy  Family buena dosmil corta WesAnderson GeorgeClooney
A Christmas Carol,scrooge miser miserable future hold death story growing bitterness current cruelty Animation  Drama buena dosmil corta RobertZemeckis GaryOldman
2012,dr adrian helmsley unprecedented curtis strength wreak eruption earthquake geophysical Action  Adventure  Science Fiction regular dosmil media RolandEmmerich JohnCusack
